name,roll,branch,start_year,current_courses,previous_courses_with_grades
Rohan Agarwal,201516,ECE,2022,OOPS;302;DSA,102|9.0;NLP|7.1;101|7.2;302|6.2;DBMS|7.2;101|9.1;CNTR|6.0;OS|6.2
Aditya Jain,ECE2022-517,CE,2021,NLP;DSA;NLP;402,102|6.6;SE|8.9;DBMS|9.6;202|9.2;OOPS|5.7;CNTR|6.2;302|9.1
Ananya Khan,201518,EE,2019,NLP;CNTR;CN;502;CN,402|6.1;202|8.4;DBMS|6.8;DSA|6.0;101|8.8;ML|9.2;NLP|6.2;CN|5.4
Priya Verma,201519,EE,2021,502;402;SE;CN;ML,ML|8.7;ML|9.8;202|8.3;OS|6.1;ML|5.6;202|6.6
Aarav Reddy,201520,BT,2021,301;DBMS;401;CNTR;OS,SE|9.8;302|8.3;CNTR|5.5;302|9.3;202|7.1;DBMS|9.3;102|8.9;DSA|7.3;302|8.4
Arjun Mehta,201521,ME,2022,AI;SE;101;ML;SE;CN,ML|9.4;102|6.8;101|9.3;402|8.0;OOPS|7.3;401|6.2;102|6.8;102|5.6
Aarav Khan,201522,CE,2020,OOPS;CNTR;DBMS;402,SE|5.7;401|8.5;ML|6.7;502|9.6;502|5.6;201|9.0;OOPS|8.6
Vivaan Agarwal,201523,Maths,2020,ML;501;SE;CN,AI|6.8;AI|5.1;501|6.9;201|5.7;OS|7.9;202|6.6;202|8.7;AI|9.7
Isha Khan,201524,ME,2021,202;102;401;NLP;402,201|9.1;OS|7.7;201|8.6;AI|6.5;AI|7.4
Vihaan Reddy,201525,ME,2020,201;DBMS;SE;DBMS;CNTR;102,DSA|5.4;DBMS|9.3;402|7.9;CNTR|9.9;DSA|8.8;OOPS|6.0;AI|9.4;402|7.2;202|8.2
Priya Iyer,201526,BT,2020,302;101;AI;NLP;301,AI|5.7;DBMS|7.5;501|7.7;ML|8.7;DBMS|6.3;302|9.6
Diya Sharma,EE2023-527,BT,2019,201;DSA;CN;ML,102|8.0;OOPS|7.9;CNTR|6.9;DSA|6.0;502|5.4;NLP|6.3;DSA|9.5;402|8.9;502|8.3;SE|5.4
Aditi Bose,201528,ECE,2021,402;102;OS;SE;101;201,CNTR|7.5;OS|5.7;101|5.2;101|7.4;OOPS|8.3;ML|9.4;OS|7.4;501|6.4
Sai Malhotra,201529,CE,2023,AI;OS;102;302;AI;DSA,DSA|5.4;202|9.6;301|9.6;302|6.7;102|6.2;OS|6.8
Vivaan Singh,201530,Maths,2019,401;CN;201;NLP;202,NLP|7.6;OOPS|5.5;202|9.4;102|6.6;301|8.8;ML|9.4
Ananya Khan,CSE2020-531,EE,2019,ML;AI;202;101;402;502,SE|5.9;402|6.1;CNTR|6.5;NLP|7.1;202|6.1;DBMS|8.1;NLP|9.7;402|5.2;102|7.8
Vivaan Verma,201532,ECE,2019,101;301;DSA,401|7.7;AI|6.1;501|7.0;ML|5.4;301|9.8;DSA|7.7;NLP|9.8;501|7.0;CNTR|5.6;502|6.5
Neha Rao,BT2020-533,ECE,2021,302;301;402;OS,OOPS|8.0;DSA|5.3;DBMS|6.5;DBMS|5.2;OOPS|6.7
Isha Kapoor,201534,BT,2023,502;OOPS;OS;402;501;402,301|6.7;DBMS|6.8;OS|9.3;SE|7.5;ML|5.3;OS|7.9
Krishna Chowdhury,201535,CE,2019,CNTR;501;501,NLP|6.7;DBMS|5.4;AI|5.8;DSA|9.3;DSA|6.1;CNTR|8.6;OS|6.9;NLP|6.8
Ishaan Saxena,CSE2021-536,CE,2021,501;ML;302;OOPS;OOPS;502,501|9.7;301|8.8;401|6.3;301|6.6;302|10.0;201|6.9;DSA|5.4
Rohan Sharma,ME2019-537,ME,2019,SE;101;ML;101;401;DSA,302|6.1;ML|9.2;CNTR|6.8;OOPS|7.6;NLP|7.0
Isha Gupta,201538,EE,2021,201;DBMS;301;CNTR,102|6.9;302|8.2;102|5.9;502|8.7;CNTR|6.3;101|7.9
Neha Gupta,ME2019-539,EE,2022,CNTR;301;NLP;CNTR;102,OOPS|8.3;OS|5.9;DSA|8.5;CN|5.8;SE|6.2;CN|7.7;502|7.9
Ishaan Chowdhury,201540,EE,2021,ML;102;102,AI|6.7;OOPS|9.8;ML|6.8;NLP|5.7;AI|6.8;501|8.6;SE|5.5;301|6.7;OS|8.4
Vihaan Nair,ECE2019-541,ME,2019,502;302;OOPS;501,101|6.9;502|8.2;501|7.2;202|5.3;CN|9.7;NLP|6.3;402|9.3
Kavya Kapoor,201542,EE,2021,101;302;OOPS;502;301;401,DBMS|9.4;DSA|7.3;502|8.7;DBMS|6.7;302|6.8
Isha Kumar,201543,EE,2022,CN;OOPS;CNTR;302;402;301,CN|6.5;DSA|8.0;402|10.0;402|7.5;202|9.5;201|6.5;ML|9.2;CN|7.5;CNTR|5.6;502|6.3
Ananya Mehta,201544,CE,2020,401;DBMS;201;101;CNTR;402,402|5.4;501|7.5;101|8.1;201|8.6;OS|9.2
Vihaan Desai,201545,ME,2021,501;CN;DBMS,502|5.8;401|7.4;OS|8.8;NLP|9.3;301|7.2;401|5.5;401|8.0;ML|7.9
Kavya Gupta,201546,Maths,2023,OS;302;DBMS;DBMS;DSA,501|8.7;202|6.5;201|6.7;DSA|7.1;502|6.2;402|7.1;NLP|5.9;NLP|7.4
Aarav Iyer,201547,BT,2021,DSA;101;OOPS,DSA|8.2;CNTR|9.3;101|5.4;502|7.7;ML|7.0;201|5.7;401|5.3;402|9.2
Vivaan Kapoor,201548,ECE,2022,DBMS;402;CNTR,ML|5.6;102|8.9;502|6.6;101|6.9;201|7.2;CN|6.4;202|6.4
Sakshi Agarwal,201549,CSE,2023,SE;DBMS;CN;302,DBMS|9.3;SE|9.1;ML|6.7;102|5.8;OOPS|9.2;NLP|7.5
Isha Reddy,201550,ME,2021,402;SE;CNTR;301,301|6.6;401|8.2;102|9.1;302|7.4;DSA|9.5;102|6.4;202|8.5;302|5.8;DBMS|6.8;402|6.3
Isha Gupta,CE2023-551,CSE,2023,DSA;502;502;OS,SE|8.8;502|9.5;202|5.8;101|7.7;502|6.9;102|7.6
Priya Sharma,201552,Physics,2020,202;CN;DSA,OS|6.5;CN|7.9;AI|8.5;NLP|7.3;CN|6.2;DBMS|9.7;AI|6.2
Rohan Malhotra,EE2021-553,BT,2023,501;501;201;OS;402,101|5.1;NLP|6.4;102|9.3;201|6.9;AI|8.2;DSA|6.0
Arjun Chowdhury,CSE2019-554,CSE,2022,402;202;SE;DBMS;AI;302,402|5.7;NLP|7.0;SE|5.4;SE|9.2;301|7.2;ML|8.6;501|8.5;502|9.2;401|9.0
Diya Gupta,201555,Physics,2020,501;202;AI,CN|7.6;302|8.7;DSA|6.8;OS|8.9;201|8.1;DBMS|5.4;NLP|6.1
Ananya Malhotra,201556,ECE,2020,201;ML;502;201;102;402,CNTR|8.2;301|5.1;SE|6.5;CNTR|8.6;ML|9.0
Vivaan Rao,201557,CE,2022,DSA;DSA;ML;CN;501,402|5.7;501|7.6;401|5.5;ML|8.5;DSA|8.3;402|8.0;502|7.0;502|9.0;OS|9.6;102|6.9
Aarav Kumar,Physics2020-558,ME,2020,OS;NLP;DBMS,CN|5.0;ML|7.2;DSA|6.2;202|6.7;302|5.7
Ananya Malhotra,ECE2022-559,BT,2021,OOPS;101;301;NLP;302,OS|6.9;202|9.4;OOPS|8.7;301|5.2;OS|8.4;101|9.4;501|8.2;AI|6.0;301|9.5;102|9.3
Ananya Kapoor,EE2023-560,ECE,2020,CNTR;501;202;402;SE;402,302|8.3;DBMS|5.4;NLP|7.9;ML|9.1;401|6.4;102|7.3;OS|7.9;OOPS|5.6;402|7.3
Vivaan Patel,201561,Physics,2021,202;402;201;AI;CNTR;NLP,102|9.0;ML|6.4;NLP|8.9;CNTR|9.0;501|7.2;402|5.5;101|7.5;102|7.7;201|6.1
Isha Reddy,201562,BT,2019,SE;102;302;301,SE|7.4;CNTR|5.1;401|7.9;DSA|7.3;CNTR|9.8;401|5.8;302|8.9;NLP|5.3
Diya Jain,201563,Maths,2023,ML;101;DBMS;402;301;501,OOPS|8.9;OS|7.7;201|9.4;301|8.2;101|7.7;502|6.8;301|9.2;201|9.2
Aarav Saxena,201564,BT,2020,501;501;101,DBMS|5.1;201|8.1;CN|8.5;202|7.3;CN|5.5
Tanvi Malhotra,Physics2019-565,CSE,2023,101;NLP;OOPS;ML,501|9.8;201|5.6;202|5.2;201|8.7;301|8.4;AI|6.6;DSA|9.6
Aditi Reddy,201566,CE,2021,201;502;101;301;501,DSA|8.5;CNTR|7.9;502|5.1;302|5.2;AI|7.9
Neha Chowdhury,201567,Maths,2020,202;OS;ML;401;DBMS,ML|6.4;402|5.3;102|7.3;ML|6.4;102|6.7
Vihaan Khan,201568,Maths,2022,301;501;AI;OOPS,CNTR|8.2;NLP|5.6;301|7.7;DSA|9.1;OS|8.3;401|9.1;NLP|9.8
Aditi Iyer,201569,BT,2019,CNTR;501;OS;302,ML|5.5;401|7.6;CNTR|6.0;CN|5.3;DSA|7.8;NLP|6.4;OS|8.2
Sakshi Singh,201570,BT,2023,301;CN;401;SE;DBMS;OS,CN|7.7;202|6.3;ML|7.5;DBMS|8.9;201|9.2;301|5.9;201|9.4;501|8.7;301|9.0
Aarav Agarwal,201571,ECE,2020,401;DSA;DSA;OS;CNTR;ML,CNTR|6.9;402|5.0;301|7.0;AI|6.3;DSA|5.6;ML|7.1;OS|9.8;402|7.2;302|5.5
Diya Sharma,CSE2022-572,CSE,2019,502;302;DBMS;AI;202,101|9.6;302|7.1;CN|9.1;CN|6.0;401|7.8;301|7.2;SE|8.4
Ritika Sharma,BT2022-573,CE,2019,AI;302;201,501|9.8;501|5.0;NLP|9.0;SE|6.6;401|8.0;302|8.1;102|6.7;DBMS|6.9;302|7.0;ML|8.9
Aditya Sharma,201574,ME,2023,ML;502;OOPS;302,402|8.7;CN|10.0;302|5.4;OOPS|9.7;DSA|7.4;DSA|8.0
Tanvi Reddy,ECE2019-575,Physics,2020,301;502;201,DSA|8.3;402|8.9;AI|6.5;AI|6.2;DSA|6.2;NLP|6.5;CNTR|6.1
Aditya Reddy,201576,Maths,2021,502;501;401;402;CN,CNTR|8.3;301|6.2;201|5.5;NLP|7.0;SE|7.4;OS|9.4
Rohan Iyer,201577,CE,2019,DBMS;502;301;401;101;CN,OS|8.0;402|9.9;SE|9.5;402|7.9;CNTR|5.2;401|5.1;DBMS|8.6;SE|8.8;301|5.9;301|9.9
Priya Saxena,201578,Physics,2023,CN;501;401;502;CNTR;502,202|9.0;102|9.0;501|9.0;ML|10.0;NLP|6.1;301|9.7
Krishna Saxena,201579,ME,2019,AI;CN;AI;501,DSA|7.0;102|9.3;201|8.3;AI|5.4;DSA|7.8;301|8.4;401|8.8;DBMS|6.0;OS|5.1;501|9.2
Aditya Kumar,201580,Maths,2021,NLP;NLP;OS;102;ML;NLP,502|9.9;101|5.9;OS|9.4;101|8.9;OOPS|8.7;CN|9.6;CNTR|8.6;401|7.4;102|7.4;OOPS|7.7
Sai Malhotra,201581,CE,2020,202;OOPS;301;CNTR,CN|9.1;CNTR|6.8;201|7.2;NLP|8.0;402|9.0;AI|7.8
Tanvi Iyer,201582,CE,2023,OOPS;302;502;201;302,CNTR|7.2;CNTR|8.1;302|7.2;402|9.6;301|7.0;302|5.4;ML|7.7;301|7.5;ML|7.2;301|5.9
Arjun Chowdhury,201583,ECE,2019,OS;CNTR;AI,ML|7.1;202|7.9;501|9.4;ML|8.9;302|9.1;502|7.2;302|7.3;201|6.9
Diya Bose,ME2021-584,ME,2020,DBMS;202;SE;201;NLP,501|9.1;401|8.6;301|10.0;DBMS|6.1;301|9.6;DBMS|7.7
Isha Khan,201585,CSE,2023,AI;102;501,SE|5.6;DBMS|7.7;201|6.0;CNTR|8.9;202|5.7;OS|8.6;CNTR|8.3;301|7.6;NLP|8.7
Aditi Kapoor,EE2019-586,Maths,2020,CN;502;CNTR;SE;NLP,NLP|9.7;101|9.8;DBMS|5.2;502|9.5;302|9.3;401|7.6;102|5.4;AI|5.5;201|9.3
Yash Mehta,CSE2020-587,Maths,2020,201;OS;ML,401|6.7;ML|6.1;101|7.7;DBMS|5.0;402|9.7;402|8.4;402|9.5;402|7.2
Ritika Reddy,201588,Physics,2022,SE;102;ML,SE|7.6;OOPS|7.9;SE|8.0;DSA|7.7;CNTR|8.4;ML|6.4;NLP|7.3;CNTR|7.1;401|7.9
Aditya Kumar,201589,CE,2022,301;OS;402;CNTR,OS|6.1;OS|9.0;301|5.8;101|9.6;201|6.3;DBMS|7.3;ML|9.1;402|9.7;OS|9.9
Kavya Gupta,201590,Maths,2020,CNTR;SE;502;AI;DSA;502,302|8.7;CNTR|6.0;ML|7.0;SE|5.1;SE|8.7;502|5.9;401|5.7;OS|7.9;CN|6.6
Krishna Nair,201591,Maths,2022,AI;201;102;OS;302;202,CNTR|5.9;CN|8.7;DBMS|6.3;501|8.8;ML|7.6
Sakshi Sharma,EE2020-592,CSE,2019,SE;102;OOPS;501;OS;SE,101|6.1;501|8.6;302|7.8;502|8.8;301|5.7;DSA|9.8;402|8.8;301|5.1
Kavya Bose,201593,Maths,2023,SE;301;202;201;SE,202|5.7;DSA|6.2;401|5.4;402|6.6;502|6.8;302|9.5;501|5.7;OS|8.2
Ananya Jain,CSE2021-594,EE,2021,DBMS;301;501;401;201;SE,CNTR|8.2;NLP|7.2;ML|7.7;102|8.0;302|6.0;NLP|7.8;CNTR|8.4;502|9.9;101|8.9;301|5.9
Isha Malhotra,201595,Physics,2021,OS;OOPS;401;402,201|7.8;501|5.0;OS|8.6;301|10.0;AI|5.3;402|8.6;502|7.9;302|7.5;DBMS|5.7
Ishaan Kapoor,201596,CE,2021,202;CNTR;101;101;401,302|7.3;202|8.4;CN|9.1;401|9.0;301|7.5;102|8.0;OS|5.3
Kavya Desai,201597,CE,2020,502;NLP;DSA,DBMS|7.3;AI|6.3;402|6.9;402|9.7;NLP|6.1
Aditi Malhotra,201598,BT,2019,CN;CN;502;401,OOPS|8.2;NLP|9.3;501|5.8;401|6.5;NLP|6.2;101|7.8;102|5.1;NLP|8.8;ML|7.9
Tanvi Malhotra,201599,CSE,2019,202;501;DBMS;402,ML|7.7;OS|8.5;OOPS|6.0;AI|9.4;202|8.1;402|9.4;301|7.6
Aditya Jain,201600,ME,2020,501;501;501;402;402;ML,DBMS|8.2;302|8.7;DBMS|6.9;DBMS|9.5;201|7.3;AI|5.8;OS|6.0;502|5.1
Krishna Jain,201601,Physics,2022,OOPS;101;301;402;DSA,502|8.9;SE|9.8;102|9.5;501|5.5;302|6.9
Diya Mehta,201602,BT,2019,201;SE;501,ML|9.6;CN|5.0;AI|8.6;DBMS|6.4;OS|5.1
Vivaan Khan,201603,BT,2021,OOPS;101;201;CN;ML;401,201|7.2;202|6.9;CN|9.3;401|6.9;CN|9.9;302|7.3;OOPS|7.2;ML|9.5;SE|6.5;401|6.4
Vihaan Bose,201604,CE,2019,301;301;CN,OOPS|6.2;NLP|7.6;NLP|7.2;501|6.4;402|9.0;DSA|5.5;CNTR|5.7
Ishaan Reddy,201605,EE,2021,401;CNTR;101;AI,102|9.4;202|7.7;202|5.4;SE|7.0;301|7.3;401|5.0;CNTR|8.5;CN|8.7;CN|8.6
Kavya Rao,201606,ME,2023,202;CNTR;CNTR;501;SE;DSA,402|8.7;301|5.1;ML|9.6;SE|6.8;CN|7.0;OOPS|6.5;302|6.6
Priya Jain,201607,Maths,2022,NLP;101;301;202,SE|8.9;301|8.5;CNTR|6.0;NLP|7.6;DBMS|9.2;CNTR|6.8;DBMS|6.3;201|7.5;301|8.4;CN|6.7
Neha Malhotra,CE2021-608,CSE,2020,OS;SE;SE;SE;OOPS;201,502|9.8;OS|5.1;402|9.9;201|5.2;102|8.0;201|10.0;SE|9.1;CNTR|5.4;301|7.4;301|7.9
Neha Patel,ME2021-609,Maths,2022,401;ML;CNTR;SE;301,202|9.4;202|5.9;302|6.1;502|8.6;101|7.0;DSA|8.1;302|8.1;SE|9.4;DSA|9.2;501|9.7
Priya Nair,201610,CSE,2020,CNTR;402;CN,ML|7.7;CNTR|7.0;CN|8.2;CN|9.5;DSA|7.7;102|9.0
Kavya Rao,201611,ME,2022,OS;302;DBMS,ML|9.7;DBMS|7.9;OOPS|9.2;SE|9.7;301|8.3;302|9.3;101|7.0
Ishaan Verma,201612,CE,2020,DSA;302;CNTR,OOPS|7.8;502|6.6;302|7.6;501|6.7;SE|8.3;301|6.7;402|6.3;CN|7.7;ML|5.4;DSA|6.9
Aarav Patel,Physics2023-613,BT,2019,CN;AI;NLP;DBMS,SE|6.3;OS|8.9;401|5.2;501|8.3;202|8.4;401|9.0;102|5.2;302|6.1;502|6.1;302|9.3
Arjun Gupta,201614,CE,2019,CN;101;202;201;ML,502|6.9;SE|5.7;301|5.4;501|9.7;DSA|5.2;301|5.0;OOPS|8.3;202|6.3;DBMS|5.8;SE|6.1
Arjun Kumar,201615,ECE,2020,401;NLP;ML;502;202,402|9.6;AI|6.5;AI|5.7;AI|8.2;SE|5.4;102|5.9;302|6.3;402|5.5;NLP|7.1;401|8.5
Sai Reddy,201616,BT,2023,SE;CNTR;NLP;202;401,202|7.5;501|6.3;202|5.7;SE|6.5;402|7.6;102|7.1;502|6.4
Ananya Nair,201617,BT,2022,101;CN;202;NLP;NLP,502|5.1;201|5.6;401|9.8;402|5.7;SE|8.0;ML|9.3;502|9.1;DSA|9.9
Rohan Saxena,201618,Physics,2023,CN;502;CNTR;OS,NLP|6.2;DSA|9.3;301|9.3;102|7.0;DBMS|8.3
Sakshi Agarwal,CSE2020-619,ECE,2023,302;CN;ML;ML;SE,DSA|7.3;OS|9.2;CNTR|5.6;OS|7.4;CNTR|8.1;DSA|7.9;CNTR|9.6;401|8.2
Vihaan Mehta,201620,Maths,2023,302;202;ML,CN|6.1;501|7.7;402|7.2;401|6.9;OS|8.7;DSA|9.8
Ritika Nair,201621,ECE,2022,DSA;201;CNTR;NLP;DBMS,DBMS|6.5;CN|7.1;501|7.5;102|8.7;502|8.1;301|6.0;301|9.8;201|5.5;CN|8.8;501|5.1
Sakshi Khan,201622,ECE,2019,202;501;ML,101|8.3;OOPS|7.0;102|7.6;ML|7.6;OS|8.8;301|7.8
Sakshi Jain,201623,BT,2022,SE;OS;202;102;AI,NLP|6.0;OS|8.7;101|8.1;201|9.3;201|7.5;101|6.0;OOPS|9.3
Isha Rao,EE2023-624,ME,2023,DSA;502;OS;OOPS;502,101|7.9;AI|5.9;202|9.5;402|9.6;501|6.1
Vihaan Chowdhury,201625,Maths,2022,DSA;AI;201;CN;102,402|5.1;ML|9.2;201|8.2;102|5.5;CN|9.3
Krishna Verma,201626,CSE,2019,AI;501;402;AI;301,101|6.9;502|6.4;501|9.7;102|9.0;DBMS|5.7;202|9.5;OOPS|9.5;CN|5.8;CN|7.7
Ishaan Agarwal,201627,Maths,2020,102;NLP;202;DBMS;102,OOPS|5.5;DBMS|7.0;501|7.7;DBMS|8.4;OOPS|8.5
Krishna Gupta,201628,ECE,2023,CN;CN;DSA;AI;CNTR;DSA,502|7.6;102|8.2;OS|5.7;DSA|8.4;202|9.5;DSA|7.2;202|5.5;101|5.6;CN|6.9
Ritika Reddy,ECE2019-629,Physics,2020,OOPS;SE;302;OS,ML|7.7;DSA|7.1;CNTR|7.3;202|8.9;DBMS|8.9;NLP|7.3;DSA|8.9;401|10.0
Ritika Mehta,201630,EE,2021,302;401;202;201;202;DSA,CN|7.2;OS|5.2;302|7.9;501|9.9;202|9.8;501|7.0
Diya Agarwal,201631,Physics,2021,OS;101;AI,201|7.7;102|9.4;CNTR|5.6;101|8.8;AI|7.7;AI|5.5;CNTR|7.2;502|6.1;302|9.9
Yash Gupta,201632,Physics,2020,NLP;ML;DBMS;202;101,CNTR|6.1;101|7.9;OS|9.4;NLP|9.2;CNTR|9.0;OS|7.9
Vihaan Jain,201633,ME,2019,SE;DSA;CNTR;AI;DSA,401|5.2;201|7.7;ML|8.3;CN|8.9;301|6.3;DSA|6.6;501|8.0
Aditi Kapoor,201634,EE,2023,SE;402;OOPS,OS|8.7;302|6.6;OS|5.8;AI|6.7;301|8.5;101|5.3;OOPS|6.0;CNTR|8.7;OS|9.4;AI|9.7
Krishna Bose,Physics2021-635,BT,2023,DBMS;301;NLP;ML,301|9.5;DBMS|8.8;CNTR|5.3;SE|7.9;OOPS|5.7;SE|7.5;ML|6.4;OS|6.3;302|7.3;302|7.3
Isha Bose,201636,CSE,2019,202;CNTR;AI;CNTR;501,101|8.7;CN|6.4;DSA|5.7;DSA|6.5;102|8.6;OOPS|8.1
Rohan Malhotra,Physics2021-637,CE,2020,DBMS;OS;OS;501,ML|8.2;DSA|8.6;201|9.5;CN|5.3;DBMS|6.6
Ritika Jain,201638,CE,2023,302;202;OOPS,402|8.6;AI|5.2;AI|9.8;CN|9.9;DSA|6.3
Sai Reddy,201639,CSE,2021,102;ML;NLP;ML;302;501,201|8.3;SE|6.3;DBMS|5.0;NLP|8.8;ML|6.5;402|9.3
Sai Agarwal,ECE2020-640,EE,2021,401;AI;502;401;501,SE|5.9;CNTR|5.5;OS|9.6;201|7.9;201|9.9;302|8.2;OS|8.7;402|9.6;DBMS|6.3;302|5.3
Rohan Saxena,BT2020-641,CE,2022,DBMS;402;SE;OS;NLP,101|9.3;NLP|6.7;501|7.1;AI|8.1;302|7.9
Ishaan Verma,201642,CE,2022,SE;DSA;201,OOPS|6.6;DSA|9.0;502|7.1;301|7.2;202|8.1;ML|6.0;502|8.3
Rohan Chowdhury,Physics2019-643,Physics,2019,302;201;DSA;DBMS;501;DBMS,NLP|5.2;SE|8.9;ML|9.3;301|6.5;502|8.1;ML|6.1;402|6.3;AI|8.9;ML|7.0
Kavya Verma,201644,ECE,2023,DSA;201;NLP;302;502,401|5.8;301|9.7;DSA|8.3;DSA|5.2;301|7.4;402|9.5
Ishaan Desai,201645,ECE,2022,OOPS;401;CNTR;ML;201;101,AI|7.4;NLP|5.2;301|8.4;201|9.9;501|5.4;NLP|5.9;AI|9.2;302|5.3
Sakshi Bose,201646,ECE,2020,OOPS;ML;101,CNTR|5.6;CN|9.8;AI|7.5;201|6.9;CNTR|7.4;OOPS|9.5;DSA|6.5
Aditi Singh,ME2022-647,Physics,2023,NLP;DBMS;CN;401;DSA,302|9.2;CNTR|7.0;402|8.7;SE|6.4;AI|8.7;302|7.4;OS|6.6;CN|5.8;401|7.9
Tanvi Jain,CE2021-648,Maths,2020,502;DSA;CNTR;OS,201|8.9;401|5.4;401|7.9;401|6.7;DBMS|5.3;302|5.4;302|9.3;201|8.6
Yash Malhotra,ME2023-649,ME,2021,201;101;301;202;DBMS,CNTR|6.0;OS|8.2;DSA|8.0;SE|8.4;201|8.5;DBMS|6.2;301|5.3
Aditi Verma,CE2021-650,CSE,2019,501;OS;401;AI;DBMS,AI|9.1;ML|6.9;502|8.3;CN|5.6;AI|5.7;401|6.1;NLP|7.0;502|6.6;302|8.9
Yash Bose,201651,BT,2020,OOPS;401;201;402;501,CNTR|5.3;302|9.1;102|8.7;ML|7.5;CN|5.1
Aditya Chowdhury,EE2022-652,BT,2019,202;101;DSA;201,OS|7.3;102|6.4;502|5.5;ML|6.4;201|7.4;301|8.0;401|6.0;DBMS|8.9;101|7.8;502|5.2
Rohan Saxena,201653,Maths,2019,DBMS;OOPS;NLP,NLP|8.4;102|7.6;102|8.0;DSA|6.2;DBMS|8.4;NLP|7.4;501|8.8;ML|7.2
Aditi Desai,201654,Physics,2023,DBMS;SE;501;402;101;SE,401|7.2;101|6.3;402|6.8;OOPS|9.8;301|8.5;402|5.7;302|9.5
Rohan Kumar,Physics2021-655,Physics,2019,101;202;SE;OOPS;502;501,AI|5.4;301|9.6;SE|9.8;ML|9.8;AI|8.9;202|5.3;101|6.9
Krishna Gupta,201656,EE,2020,DSA;CNTR;301;AI,301|5.2;CN|7.3;402|8.4;102|8.7;CN|7.3
Kavya Nair,EE2021-657,BT,2019,AI;501;301;202;202;201,NLP|8.2;502|8.0;OOPS|9.7;SE|9.4;501|6.3;502|5.4;102|6.4;401|6.8;SE|5.8;AI|9.1
Vivaan Bose,CE2021-658,EE,2023,302;202;201,AI|6.5;102|6.4;201|9.2;CNTR|9.3;301|7.3;102|9.4;501|8.6;302|5.7;201|9.7
Vivaan Jain,201659,ECE,2019,501;OOPS;501,501|7.6;202|5.0;102|9.5;202|5.3;CNTR|7.3;CNTR|9.9
Krishna Gupta,BT2022-660,Maths,2019,501;AI;OOPS;CNTR;401,DBMS|8.6;101|8.7;NLP|8.6;NLP|7.6;102|7.1
Isha Malhotra,Maths2020-661,BT,2022,302;101;NLP;502;ML,402|9.3;301|6.4;ML|7.8;301|8.9;501|5.5;202|7.8;OS|8.1;401|6.9
Arjun Iyer,201662,EE,2021,202;102;202;301;301;302,CNTR|9.9;401|7.2;202|9.4;AI|5.0;OS|9.2;102|5.9;302|6.6;501|5.6
Krishna Verma,201663,ECE,2022,OOPS;402;AI;302;SE,DBMS|5.9;OS|5.4;302|7.7;NLP|8.3;201|8.4;SE|7.8;OOPS|5.5;NLP|6.0;101|9.7
Neha Singh,201664,BT,2022,301;ML;302;501,DSA|8.6;301|9.5;201|5.6;101|7.7;AI|6.8;502|5.4;SE|8.6
Isha Saxena,201665,Physics,2020,SE;DSA;102;402;401,SE|8.2;302|9.5;101|7.6;202|7.9;402|5.1;301|7.0;CN|7.6;501|6.1;401|9.3
Yash Reddy,201666,BT,2021,102;101;201;102,AI|8.8;401|7.4;OOPS|8.1;SE|8.4;401|8.0;CN|9.4;101|7.0;OS|9.7
Ananya Sharma,201667,CSE,2019,502;102;501;OOPS,201|6.2;NLP|5.6;402|5.9;NLP|7.0;CNTR|6.6;401|5.6;CN|5.6;NLP|6.4
Diya Singh,201668,ECE,2020,502;102;DBMS;ML;CNTR,DSA|8.4;ML|6.3;OS|8.8;101|9.8;501|8.6
Aarav Verma,CSE2022-669,Maths,2021,DBMS;301;401;ML;102,401|9.9;301|6.4;201|7.9;202|8.8;501|9.8;ML|5.9
Ishaan Kumar,201670,ECE,2023,402;402;OS;CNTR;101;NLP,OOPS|8.2;101|5.4;501|8.9;502|7.6;CNTR|9.8;ML|9.3;501|6.0;302|7.0;ML|5.7;DBMS|6.6
Ritika Malhotra,201671,ECE,2020,201;DSA;502;102,402|7.6;DSA|7.6;OS|9.9;102|5.7;ML|5.1
Ishaan Desai,ME2023-672,ECE,2023,NLP;DBMS;501,401|7.7;202|7.6;NLP|9.2;DBMS|9.3;OS|8.7;DSA|7.5;302|8.4
Isha Iyer,201673,CE,2019,OOPS;302;DSA,301|6.0;501|5.3;CNTR|7.2;301|9.7;DSA|8.9;DSA|7.4;NLP|9.3;301|8.9
Arjun Patel,201674,EE,2019,301;DBMS;201;402;AI,402|6.1;501|6.6;301|7.7;OS|9.9;DSA|9.4;CN|9.2;201|9.6
Vihaan Bose,Physics2020-675,CSE,2019,DBMS;AI;OOPS;301,OOPS|5.4;CN|7.1;402|7.0;DBMS|9.3;SE|8.6;NLP|9.7;NLP|7.0;AI|5.1
Vivaan Nair,201676,Maths,2019,502;CNTR;OS;301;401;501,501|9.2;OS|9.6;OS|7.3;502|7.2;302|8.8;DSA|6.2
Aditya Desai,201677,EE,2023,201;302;ML;401;301;101,302|7.5;102|8.5;OOPS|9.3;CN|8.9;101|8.3;DBMS|7.8;OOPS|8.9;502|9.4;OS|8.5;202|9.9
Diya Mehta,201678,EE,2023,502;202;101,102|7.9;OS|6.5;502|9.2;102|5.6;201|6.7;202|6.3;202|6.9
Aditi Jain,CSE2021-679,Maths,2023,SE;AI;NLP;CN,101|9.2;OOPS|8.9;502|6.8;NLP|7.2;OS|7.9;301|5.1;201|8.4;502|5.1;301|5.5;401|6.9
